,player,correct,maxindex,navigate_click,person_click,cutscene_click,object_click,map_click,observation_click,notification_click,tiempo_total,basic,undefined,close,13-22,5-12,0-4
2286,21000509445346484,11,1673,1069,268,138,56,28,9,27,1306,497,1083,31,882,522,217
2287,21000509472632196,16,931,332,265,129,48,15,5,24,1566,495,373,16,460,280,144
2288,21000509480289800,14,954,324,265,121,68,18,8,25,1471,504,378,19,468,314,122
2289,21000509545467280,7,1566,809,306,139,58,30,6,26,3003,603,860,26,830,376,294
2290,21000509592223412,13,979,355,252,107,59,18,6,29,1799,479,418,27,434,330,169
2291,21000510003755050,12,931,309,260,136,42,18,6,26,1301,511,351,20,440,273,171
2292,21000510012877476,16,966,330,286,120,53,17,10,26,1625,512,376,19,452,313,145
2293,21000510032183770,15,1032,409,218,103,61,22,6,29,1341,460,468,37,566,270,148
2294,21000510053913572,15,1132,386,315,127,98,22,8,29,1591,608,440,27,682,269,130
2295,21000510063641230,12,1145,419,215,109,173,22,9,24,1174,567,473,35,482,407,205
2296,21000510070660650,15,911,250,273,122,53,16,8,26,1903,496,305,37,415,305,138
2297,21000510081201700,12,962,350,273,121,48,18,7,25,1400,496,394,24,454,324,140
2298,21000510152728376,13,873,307,213,102,81,16,7,23,1564,445,353,21,390,318,115
2299,21000510202518144,14,926,309,236,95,61,31,10,23,1851,477,376,22,507,264,107
2300,21000510234060504,16,924,362,225,112,57,23,6,28,1474,456,405,16,408,342,128
2301,21000510261178204,14,1012,392,211,100,70,15,7,34,1010,440,448,44,511,285,164
2302,21000510270712570,13,1161,492,310,136,50,16,5,26,2204,545,539,25,582,334,201
2303,21000510280203740,13,1298,597,272,117,98,18,10,27,1411,558,652,26,680,379,183
2304,21000510352010210,15,829,296,258,115,37,14,8,26,2453,445,332,14,408,252,131
2305,21000510361022916,16,1188,482,273,121,81,23,12,32,1935,553,542,31,679,300,159
2306,21000510363300760,11,1124,412,225,95,113,22,9,25,1961,529,491,43,580,344,156
2307,21000510370631090,15,997,397,228,112,65,16,9,32,1556,467,447,25,481,314,150
2308,21000510375458310,11,847,272,213,103,68,20,6,31,1642,451,327,22,375,309,117
2309,21000510395424664,9,1591,792,286,127,107,21,11,25,2056,621,867,29,708,474,347
2310,21000510412386890,12,1159,556,224,101,78,21,9,25,1863,456,619,26,634,295,185
2311,21000510413620944,17,994,347,259,120,86,17,5,28,1260,526,398,19,484,337,123
2312,21000510461315756,9,1124,416,231,99,134,20,10,34,2117,551,491,29,504,422,152
2313,21000510491058668,12,933,333,262,121,51,14,5,26,3050,477,387,16,418,321,142
2314,21000510492778530,7,2534,1522,298,108,219,65,16,29,3882,791,1643,45,1348,886,260
2315,21000510525167220,10,1633,786,288,124,147,21,12,29,2775,642,862,54,837,515,237
2316,21000510525781624,16,1050,413,250,118,52,16,5,32,2605,512,475,16,540,314,149
2317,21000510552619736,13,849,313,211,98,60,16,5,22,1485,408,364,25,427,267,110
2318,21000510560333508,13,1440,634,268,126,146,23,12,29,1784,642,724,20,707,472,208
2319,21000510575370828,11,1390,575,341,128,92,18,5,28,1320,623,625,49,731,398,196
2320,21000511083692976,8,1572,841,272,119,72,23,11,35,1581,552,907,31,822,492,195
2321,21000511104259468,12,2208,1150,301,130,226,41,14,26,2294,816,1241,59,1319,632,204
2322,21000511131473816,17,936,401,215,105,37,15,5,20,1430,423,442,15,441,274,173
2323,21000511140609932,13,1196,564,233,92,70,22,7,20,2026,464,616,47,559,433,163
2324,21000511140811628,14,953,247,271,113,105,16,5,29,1719,567,311,23,432,328,155
2325,21000511181088060,16,978,423,236,100,45,21,6,24,2897,430,465,24,527,285,125
2326,21000511265026956,11,1038,311,216,102,114,21,8,26,1727,523,425,32,416,419,155
2327,21000511265828364,18,1385,648,264,125,118,23,7,32,1602,597,718,21,826,327,183
2328,21000511274484310,5,1737,896,303,120,174,22,10,29,1996,681,961,32,1064,394,237
2329,21000511304499720,16,1094,400,283,117,75,19,8,22,1975,543,466,26,572,357,115
2330,21000511324498040,13,960,352,280,113,49,15,8,25,1480,493,396,18,443,319,147
2331,21000511354127510,15,1188,483,240,100,66,36,11,35,1803,560,550,24,693,300,150
2332,21000511355574184,16,963,311,254,122,87,15,7,26,1224,524,364,19,413,361,135
2333,21000511362903550,14,1180,466,270,153,100,22,5,26,1395,580,516,19,568,351,196
2334,21000511391236120,18,962,352,267,127,43,15,6,32,1233,497,393,19,426,278,206
2335,21000511400087730,14,1422,474,250,100,337,23,15,24,2063,766,580,26,596,598,182
2336,21000511434159080,7,1446,572,252,100,144,38,13,28,2051,682,666,42,837,439,129
2337,21000511473830228,10,978,295,273,149,55,17,6,25,1020,528,345,17,437,292,161
2338,21000511480595530,14,938,352,215,105,76,15,8,22,1353,448,412,23,458,303,129
2339,21000511562460900,15,1404,639,269,127,73,25,11,23,1883,572,708,44,776,412,160
2340,21000511590610470,14,975,326,271,119,57,20,11,28,2155,515,372,31,436,340,154
2341,21000512043117812,18,1219,421,258,127,113,21,8,30,1728,581,504,46,566,425,166
2342,21000512103239972,11,1259,484,267,123,104,26,12,40,2219,608,573,26,700,345,165
2343,21000512125735920,5,1668,934,233,106,126,21,13,29,2225,560,1015,31,893,506,217
2344,21000512130641864,14,975,344,264,118,68,16,6,28,1348,513,392,14,485,293,141
2345,21000512131426164,15,940,363,236,111,48,19,7,22,1501,462,412,19,451,325,120
2346,21000512281550350,12,1372,685,232,104,131,18,8,24,1339,541,757,20,663,403,254
2347,21000512294311570,12,1259,557,291,145,55,31,8,26,1345,560,608,29,668,331,205
2348,21000512295417056,14,1232,473,285,121,91,32,9,25,2142,586,552,34,716,330,141
2349,21000512301058468,9,1026,376,271,123,67,19,8,32,1739,526,421,24,480,307,190
2350,21000512312420800,15,885,298,253,111,54,16,6,31,1841,469,348,16,430,278,126
2351,21000512333746964,13,978,392,219,100,84,18,7,32,1690,456,454,18,404,389,138
2352,21000512341856412,8,1163,584,214,107,42,18,6,23,1350,446,647,15,577,346,186
2353,21000512362531450,15,880,271,217,99,102,17,10,25,1776,466,337,24,399,323,110
2354,21000512372000308,13,838,296,217,100,58,15,5,22,1708,418,348,22,393,285,118
2355,21000512380072050,10,1282,566,295,120,74,16,10,35,2200,558,642,25,622,356,251
2356,21000512381068144,11,1064,374,264,122,105,19,6,23,1944,557,436,20,468,390,157
2357,21000512383584704,5,1966,969,320,118,131,43,14,23,3378,735,1076,68,1031,725,172
2358,21000512394961670,18,1052,433,233,113,49,22,10,28,1348,476,487,21,531,300,156
2359,21000512405971388,15,1098,483,227,101,43,29,9,26,2591,457,535,31,596,294,146
2360,21000512430100250,13,1096,465,261,123,42,19,7,26,1245,492,511,29,554,347,144
2361,21000512474354644,12,936,354,231,99,54,17,9,27,1332,447,417,20,447,284,158
2362,21000512504636270,9,1362,419,284,138,221,22,7,26,3190,741,530,25,501,613,199
2363,21000512532440320,14,1151,496,258,118,76,18,9,25,1824,516,549,28,569,370,162
2364,21000512533892720,7,1808,972,294,121,131,25,12,29,1527,652,1041,42,985,560,208
2365,21000512535017960,9,1007,421,243,104,51,21,7,26,1128,460,467,24,495,302,161
2366,21000512560160750,13,1134,450,218,103,101,20,8,27,1936,487,536,35,508,424,145
2367,21000512580757710,13,894,270,273,118,59,17,6,27,975,502,313,27,416,315,122
2368,21000513062864870,7,1997,958,362,119,219,47,42,30,3063,850,1057,33,735,888,330
2369,21000513100094910,13,1224,518,243,104,61,39,10,29,1883,545,581,30,664,363,139
2370,21000513121868380,14,1504,922,214,105,54,20,12,24,1291,443,984,21,797,430,226
2371,21000513133925812,13,955,341,259,119,70,16,5,25,2848,502,391,17,477,269,164
2372,21000513142007564,17,991,346,260,119,67,17,10,24,1610,516,410,17,472,326,146
2373,21000513150935850,13,899,346,219,109,50,16,5,26,1173,436,397,19,384,289,181
2374,21000513161415516,14,1241,479,269,121,132,17,13,29,1584,600,541,33,564,442,182
2375,21000513162274160,11,1940,938,267,100,296,39,14,25,3384,835,1024,23,1110,597,179
2376,21000513162338764,14,884,315,229,114,51,18,6,22,1060,444,373,18,379,317,142
2377,21000513171905856,15,1211,563,263,115,80,17,12,28,1706,521,618,20,564,386,210
2378,21000513175877216,17,884,246,253,109,43,16,5,31,1105,455,291,59,434,279,136
2379,21000513180723690,10,1653,853,248,119,129,26,11,37,1383,623,925,40,792,546,268
2380,21000513211694584,13,990,339,270,115,77,17,13,27,1728,528,396,18,461,305,177
2381,21000513215954290,8,1496,798,290,161,80,32,6,27,1093,565,816,29,815,392,213
2382,21000513231509270,7,2015,1137,275,128,200,21,18,39,2549,715,1209,31,1051,474,436
2383,21000513235054676,17,846,340,220,97,39,14,8,24,1375,401,380,17,386,244,171
2384,21000513255093870,11,1323,565,278,122,93,20,14,27,2859,578,660,27,578,483,213
2385,21000513263463964,14,773,226,264,109,42,14,6,25,1393,450,272,15,375,248,114
2386,21000513264167244,17,812,300,219,102,42,16,8,25,1141,402,350,18,354,275,141
2387,21000513264204070,7,1974,938,292,118,268,33,14,24,2288,827,1045,33,717,882,324
2388,21000513272954380,14,928,325,220,101,79,23,11,31,1485,453,390,23,444,314,110
2389,21000513282420696,14,1311,666,229,96,91,30,10,25,1858,499,734,29,823,300,146
2390,21000513341842816,5,1254,554,265,98,76,29,17,29,2028,512,635,43,703,311,191
2391,21000513345681492,15,870,255,255,129,39,18,5,26,1150,471,298,32,430,256,129
2392,21000513353298388,12,1523,747,235,111,158,16,8,29,1590,577,845,29,661,535,261
2393,21000513354114080,8,2057,1007,329,111,141,69,12,20,2446,775,1129,62,1333,539,133
2394,21000513361802396,16,861,246,263,117,50,17,9,26,1314,498,293,20,379,274,158
2395,21000513391902340,17,904,335,221,99,54,15,9,32,1199,441,383,25,446,268,141
2396,21000513393692860,15,995,364,287,124,49,19,7,22,1463,513,406,20,448,321,175
2397,21000513400578668,15,992,419,253,117,51,14,6,26,1309,470,461,16,454,318,176
2398,21000513415050830,8,1204,440,223,100,80,27,10,22,2021,510,522,74,553,420,182
2399,21000513443670664,18,947,253,264,117,55,17,10,32,2760,492,309,60,449,296,156
2400,21000513465036650,15,836,326,215,105,39,17,4,20,1052,410,369,16,396,268,131
2401,21000513504164910,14,1787,938,271,141,124,34,16,24,1700,678,1019,22,643,865,214
2402,21000513510647520,13,1083,415,217,97,93,26,8,37,2291,507,494,29,578,317,139
2403,21000513544869788,15,882,333,217,100,57,14,6,26,932,426,379,22,404,262,168
2404,21000514035495936,6,1841,946,261,97,223,45,11,25,2127,697,1043,36,989,671,130
2405,21000514051418972,11,1256,477,292,145,97,21,6,23,2372,608,535,41,597,398,211
2406,21000514095750470,15,827,267,224,98,49,17,6,25,2352,434,332,18,442,246,96
2407,21000514130448320,14,789,198,255,113,46,15,6,22,1748,461,250,24,363,283,98
2408,21000514153301520,15,851,248,212,96,97,16,8,25,1619,455,300,28,359,322,118
2409,21000514211426440,4,1217,453,218,100,213,22,6,23,2031,622,506,33,608,351,219
2410,21000514234828760,8,1642,875,262,130,106,24,9,32,1562,599,927,33,921,420,232
2411,21000514243235556,7,1431,621,307,121,124,27,11,41,1564,645,674,31,758,378,226
2412,21000514292034736,12,1106,503,235,105,66,18,11,26,1481,468,563,22,569,333,153
2413,21000514302820308,18,927,307,261,125,54,15,7,25,1352,493,352,23,497,260,122
2414,21000514311057060,12,1466,647,232,125,159,29,11,22,1427,635,725,32,678,560,167
2415,21000514320266400,5,2442,1252,347,119,338,50,18,60,3775,965,1358,52,1261,918,213
2416,21000514345025144,12,927,335,261,104,56,19,5,30,1214,475,393,17,447,307,131
2417,21000514361620030,16,819,269,226,93,85,14,13,32,1637,450,308,19,380,249,150
2418,21000514371231936,10,1301,623,246,125,70,19,7,44,1491,523,667,26,636,358,230
2419,21000514411768600,12,1371,594,235,98,83,53,10,28,2846,570,677,52,862,336,127
2420,21000514505078930,15,1077,362,226,107,190,15,6,25,1372,576,442,15,415,413,205
2421,21000514521000644,6,1252,583,245,114,67,37,13,27,1302,523,644,24,708,308,176
2422,21000514523479304,15,1427,683,275,129,102,21,7,26,1503,591,744,29,817,354,205
2423,21000514554123616,9,1287,514,275,118,136,22,7,22,1932,615,582,31,628,470,143
2424,21000515023696444,15,1095,486,262,126,65,18,7,29,1958,479,500,38,521,325,192
2425,21000515042949164,13,915,331,214,98,83,19,13,26,1682,464,381,23,411,288,172
2426,21000515051302216,12,1008,421,235,96,60,19,6,25,1848,438,484,34,490,357,125
2427,21000515051335228,8,1355,619,281,138,183,16,5,24,1135,618,634,20,757,352,166
2428,21000515074583990,14,1019,370,259,122,51,23,6,29,2041,510,444,16,542,270,158
2429,21000515143325110,14,1202,584,224,104,66,28,6,29,1453,479,640,28,502,435,219
2430,21000515320540176,10,917,347,242,122,41,22,7,21,1493,459,388,18,478,237,151
2431,21000515362027320,14,1484,749,253,157,206,17,6,26,1115,638,763,22,768,401,259
2432,21000515422007720,11,1062,423,213,105,56,21,7,30,1432,487,491,24,471,380,159
2433,21000516035519364,16,980,338,255,121,67,15,10,28,1611,521,387,19,474,318,135
2434,21000516042168076,13,1329,667,234,96,68,36,17,32,2811,538,724,22,781,342,162
2435,21000516160963300,10,1175,423,218,94,94,20,14,23,2566,558,504,47,429,498,214
2436,21000516193259656,5,1300,601,259,103,57,23,11,23,1193,557,665,25,580,445,231
2437,21000516244734160,11,1107,524,229,103,53,20,10,29,1072,458,578,21,549,306,204
2438,21000516251837856,7,1594,691,257,106,177,41,13,23,2586,674,798,44,843,548,146
2439,21000516282756560,12,1054,342,257,119,74,21,8,28,1429,553,401,28,508,320,163
2440,21000516301004772,14,1104,475,215,107,76,15,9,28,1719,475,550,22,425,415,209
2441,21000516361586036,12,1187,500,251,114,117,20,13,28,2014,549,553,29,587,369,183
2442,21000516471768148,8,1246,513,283,121,50,25,9,23,2067,541,566,51,694,343,162
2443,21000517054941520,16,1114,384,240,93,134,19,6,28,3001,547,444,50,507,404,161
2444,21000517100997484,15,855,265,268,115,35,21,9,29,1863,474,311,26,402,254,164
2445,21000517221564660,11,1133,436,260,126,74,16,8,23,1632,530,486,44,596,330,161
2446,21000517301485268,13,1000,403,237,104,56,18,14,22,1210,440,479,19,454,335,154
2447,21000517310523680,5,1490,832,240,100,174,31,16,29,2713,543,860,31,850,415,175
2448,21000517335614680,13,897,344,224,97,63,18,6,23,1393,443,389,18,420,308,126
2449,21000518161800556,13,1397,788,252,120,50,18,5,26,2218,487,845,19,824,362,166
2450,21000518244297270,13,912,325,270,117,59,16,8,26,2136,482,370,20,387,338,150
2451,21000518553732030,11,1058,393,262,118,78,17,8,31,2034,514,476,18,548,343,119
2452,21000518575355944,13,913,298,216,101,78,22,6,31,1215,476,369,19,463,253,148
2453,21000519333803780,10,944,362,272,113,42,16,11,23,1318,479,402,18,442,295,165
2454,21000519405506024,14,1306,540,319,120,94,23,12,26,3055,631,597,25,579,456,225
2455,21000519441557290,11,1398,618,281,117,122,18,21,34,2351,608,682,36,613,445,288
2456,21000520052524320,14,1891,1056,317,126,85,23,25,23,1963,641,1109,32,790,846,212
2457,21000520281907332,14,856,295,233,112,44,17,7,27,1506,447,335,18,375,291,136
2458,21000521072426100,11,1184,505,256,101,97,18,13,28,2134,533,560,31,502,470,160
2459,21000521171679804,12,931,299,262,124,54,17,9,26,1495,501,353,20,427,311,140
2460,21000521181872870,15,1070,354,294,151,60,15,8,31,1771,576,404,21,505,263,234
2461,21000522241169170,14,730,232,215,100,41,14,9,23,1269,389,278,17,321,235,130
2462,21000523010519680,14,1189,466,281,147,81,16,6,31,1140,567,526,31,547,379,210
2463,21000606001582604,14,891,320,217,101,53,14,6,26,1422,392,334,70,466,248,139
2464,21000606525782180,17,1279,585,270,123,74,22,8,23,2364,553,650,19,671,395,162
2465,21000607251063730,9,989,349,284,127,43,16,5,27,1393,496,392,23,491,304,122
2466,21000607581564200,11,1200,481,238,97,103,26,10,28,2519,567,555,25,576,406,170
2467,21000609055070864,15,1087,379,257,118,57,17,12,26,2263,505,446,51,542,345,153
2468,21000609321983430,9,1019,335,258,112,135,14,5,22,1678,563,402,15,471,369,140
2469,21000609430270428,13,1184,410,280,124,113,22,7,23,1819,592,490,30,576,414,137
2470,21000609503973388,10,1709,868,274,120,120,22,17,30,3216,611,937,56,879,497,278
2471,21000609524326910,14,1257,472,291,147,71,37,8,30,1598,613,538,30,733,279,181
2472,21000610100586684,11,906,341,267,117,82,16,8,26,1983,482,355,23,400,321,139
2473,21000610105666090,9,1031,412,275,137,45,15,5,26,1534,514,452,19,509,311,168
2474,21000611154704390,12,958,308,214,101,78,20,5,25,1724,469,366,46,434,349,138
2475,21000611381627530,10,988,344,263,117,48,20,5,26,2285,493,394,38,496,302,149
2476,21000611441940456,16,770,229,215,104,49,17,7,29,1291,436,275,16,358,234,135
2477,21000612013658790,16,1020,347,284,146,41,16,4,31,1557,520,385,36,449,322,193
2478,21000612074710016,16,790,225,223,96,56,23,7,25,1373,444,276,19,334,279,130
2479,21000612083657656,18,787,255,219,118,42,16,12,25,974,428,296,15,360,260,119
2480,21000612091936990,12,1369,638,239,101,114,24,15,32,2355,554,715,39,597,495,234
2481,21000612163780110,9,921,385,239,100,43,16,8,20,1276,434,434,13,475,268,138
2482,21000612260966580,15,935,308,264,125,54,18,8,29,1623,506,365,14,445,305,135
2483,21000612414576804,17,882,272,221,101,69,14,9,25,1171,456,334,33,465,250,122
2484,21000612490137340,13,984,416,254,112,40,16,10,27,2050,456,455,17,463,311,156
2485,21000612514174090,13,989,320,278,112,99,21,8,28,1816,551,366,27,505,337,111
2486,21000613150640190,15,982,363,261,112,54,20,12,31,1486,497,403,26,479,311,146
2487,21000613420182764,11,1112,267,271,113,178,24,12,28,2900,656,330,50,554,335,176
2488,21000614415216596,11,1226,657,252,103,89,34,7,35,1469,483,680,19,672,343,168
2489,21000614465841490,10,1475,758,300,131,66,23,6,38,1169,577,812,26,734,466,217
2490,21000614513297160,13,830,249,221,95,49,17,8,28,1748,430,300,38,344,310,137
2491,21000614571357696,8,1242,466,293,147,82,28,8,30,1014,614,524,24,546,425,196
2492,21000615002286410,13,985,317,293,115,63,19,6,28,1663,542,378,22,517,296,136
2493,21000615251988164,16,994,434,216,104,58,21,8,27,1213,438,482,23,502,311,132
2494,21000615480427144,15,889,354,218,105,57,19,11,26,1900,427,400,16,389,296,159
2495,21000616081114740,14,852,301,237,95,58,15,13,33,1592,441,342,24,379,303,133
2496,21000616204463236,15,829,237,253,117,58,15,6,23,3060,472,278,25,403,272,110
2497,21000616284069156,10,926,343,230,105,50,19,14,29,2706,454,401,22,355,326,203
2498,21000616290588350,14,1102,459,235,110,79,19,21,35,1761,495,522,20,481,410,147
2499,21000617091286520,6,1240,509,274,118,101,17,11,27,1616,572,580,33,661,384,153
2500,21000617183902856,16,756,230,213,97,43,14,5,28,1561,413,270,22,372,232,107
2501,21000617425603216,13,924,298,228,97,67,17,11,29,1242,463,346,41,424,289,168
2502,21000617492695050,15,1375,633,248,99,96,38,9,26,2018,551,716,39,854,338,137
2503,21000618021457396,15,1054,410,242,130,55,18,12,30,1442,487,468,27,438,257,294
2504,21000618305332024,13,1097,477,232,114,87,18,4,25,1156,502,522,17,535,325,182
2505,21000618311568336,14,984,260,273,112,119,25,13,26,1492,585,336,17,440,387,113
2506,21000618320177084,12,1611,939,274,111,73,35,8,24,2415,525,998,18,443,884,215
2507,21000618452038132,14,900,297,238,94,47,25,8,27,1995,461,369,22,498,247,112
2508,21000618590283230,4,1342,564,268,104,77,47,16,34,2925,616,637,33,753,360,182
2509,21000619043388816,7,1151,543,240,94,69,17,6,29,1417,476,622,19,686,258,174
2510,21000619395037470,12,1344,672,226,121,77,20,13,27,1201,511,727,21,596,438,230
2511,21000619492830370,9,1201,557,253,97,69,31,11,25,1535,491,623,28,727,266,157
2512,21000619545284540,15,885,328,232,104,48,19,6,25,1876,443,370,24,456,257,128
2513,21000620111046116,11,977,436,236,102,42,18,4,23,1432,425,478,17,463,294,164
2514,21000620254063416,14,867,318,231,114,36,16,8,25,1217,435,359,16,400,249,163
2515,21000620274493390,16,957,372,218,107,49,19,12,29,1940,453,437,20,462,287,165
2516,21000620384725810,13,1417,788,247,101,72,21,11,28,1782,488,854,20,808,411,165
2517,21000621325277332,15,919,304,259,124,63,16,4,30,1149,502,355,15,465,274,133
2518,21000622455747948,15,774,231,219,96,65,19,11,25,1543,433,276,19,314,286,130
2519,21000623561618412,11,937,270,255,113,64,17,8,25,1956,494,321,45,422,317,150
2520,21010007182614080,14,908,297,253,127,64,14,5,25,1421,497,348,15,401,286,173
2521,21010007492236280,13,842,259,257,120,38,18,7,23,1406,479,300,18,424,262,112
2522,21010008223092920,15,1064,304,252,112,105,19,9,25,2163,570,386,38,476,376,159
2523,21010008552763990,12,984,392,225,95,56,17,12,30,1424,485,440,20,456,310,181
2524,21010009111374260,12,1018,416,267,113,54,19,6,25,1248,492,467,18,488,332,158
2525,21010009114984376,18,892,368,225,100,43,17,9,25,1261,426,407,18,429,279,144
2526,21010009125810680,13,1146,510,230,107,84,18,8,26,1664,490,566,22,536,383,166
2527,21010009144274824,11,1056,338,295,128,46,28,8,29,1422,586,392,20,598,273,127
2528,21010009242222880,15,1259,464,275,119,124,23,16,24,2195,593,544,46,614,419,176
2529,21010009460687830,10,913,340,218,102,61,24,6,26,1323,460,392,16,446,268,154
2530,21010009533353344,16,1258,554,231,108,94,18,13,26,1503,514,637,34,498,518,189
2531,21010009584791444,15,2294,1559,315,147,74,47,18,33,2035,602,1576,24,1065,557,586
2532,21010009591790924,12,1013,439,219,106,47,18,9,22,1474,438,504,17,464,323,174
2533,21010010103645372,17,986,357,273,133,50,14,7,23,1157,508,396,17,486,281,157
2534,21010010430563630,16,1106,503,220,127,42,18,8,22,1060,439,546,32,572,297,163
2535,21010011091580308,17,1559,724,322,121,121,23,12,30,1956,684,797,22,829,475,204
2536,21010011093045332,12,887,274,258,125,54,17,8,26,1366,499,325,17,425,276,141
2537,21010011174714696,10,2224,1225,323,132,266,34,14,32,1943,830,1303,25,1147,774,237
2538,21010011240200936,16,1124,459,286,138,49,22,10,21,1035,542,501,22,572,324,176
2539,21010011422343080,17,947,312,265,122,67,18,7,25,936,522,354,20,434,331,134
2540,21010011570324420,11,1404,683,244,115,100,21,13,23,1504,539,748,33,596,521,218
2541,21010012014199012,17,784,235,252,112,42,14,5,22,1162,446,282,16,382,252,110
2542,21010012592709492,11,964,319,275,122,50,21,6,20,1952,519,369,19,473,303,133
2543,21010013382734290,15,1273,499,281,119,139,20,13,31,1681,626,568,21,602,463,151
2544,21010013401489530,13,975,333,270,114,75,16,8,21,2153,532,387,18,453,347,140
2545,21010013404077772,17,752,239,209,92,48,16,6,25,1280,394,286,28,351,238,130
2546,21010014114476980,15,948,416,207,112,59,18,5,25,1300,415,461,17,434,274,185
2547,21010015480956524,14,995,335,255,143,52,18,6,26,1888,520,381,25,457,302,181
2548,21010016553684810,14,1152,442,246,101,114,23,14,23,1664,547,530,23,472,468,167
2549,21010016555024356,14,865,288,222,111,47,22,4,29,1459,455,340,19,447,250,117
2550,21010017025583540,15,903,389,213,102,48,16,13,29,1483,412,431,16,495,246,119
2551,21010018213078230,5,1824,965,280,107,97,29,27,34,2110,613,1032,69,687,858,223
2552,21010018254830524,14,989,400,228,101,54,19,6,28,1918,461,458,18,502,299,140
2553,21010019073073304,13,1674,839,303,120,97,25,19,31,4045,654,918,36,771,580,270
2554,21010019075568292,5,1918,880,298,100,198,52,19,26,4160,778,1001,52,1062,580,218
2555,21010019534582190,17,945,303,230,97,77,14,12,26,2031,466,364,43,380,334,188
2556,21010019564140516,13,1071,441,242,97,106,24,10,28,1880,490,503,27,585,319,121
2557,21010020270918820,8,1504,676,251,111,107,35,7,28,2020,605,743,59,920,363,161
2558,21010020325319960,14,1363,654,274,119,72,42,10,26,2237,561,725,27,776,405,136
2559,21010020423587164,16,1106,316,262,117,122,17,11,32,1985,595,389,47,508,407,146
2560,21010021371356536,14,739,221,211,97,60,19,10,20,1960,407,274,16,350,243,104
2561,21010022082175836,15,1227,622,227,103,65,16,8,26,1503,454,678,28,546,442,186
2562,21010022100384450,13,938,259,251,108,78,19,7,29,1447,523,309,42,445,313,142
2563,21010105033629136,10,875,202,257,111,58,16,5,28,1774,485,257,50,447,283,99
2564,21010107051069708,13,840,196,261,109,36,14,8,20,1560,462,250,53,403,291,109
2565,21010107400229532,15,867,255,278,116,65,17,5,23,2099,507,299,17,437,273,114
2566,21010108065354396,17,1114,485,222,99,68,32,6,29,2219,468,543,42,690,257,126
2567,21010108095829224,16,1218,425,257,124,124,21,8,23,1748,607,494,41,543,468,149
2568,21010108130217580,12,1177,456,269,115,72,16,15,31,2203,558,521,34,508,412,206
2569,21010108213894944,17,961,305,220,99,106,15,13,32,1697,506,374,29,409,322,188
2570,21010108283703000,13,1026,377,228,104,89,17,10,28,1671,500,441,25,446,375,153
2571,21010108321792052,6,2985,1649,256,94,409,57,22,66,3472,994,1796,94,1783,926,236
2572,21010108360406310,14,1135,524,232,98,65,23,7,24,1949,486,577,26,670,289,141
2573,21010108361329040,16,1765,1181,261,134,72,27,12,22,1901,490,1204,18,1030,470,212
2574,21010108422840056,7,1274,523,286,119,75,35,10,31,2017,588,600,34,748,333,154
2575,21010108501623692,16,1028,369,215,102,90,18,11,21,2173,496,440,28,455,369,154
2576,21010108512010204,14,847,271,221,108,55,17,7,28,1882,455,331,18,399,291,116
2577,21010109000193904,16,957,365,216,101,62,16,12,31,1610,430,428,33,504,256,145
2578,21010109014851510,15,1034,407,262,130,54,23,5,30,797,511,453,17,475,322,185
2579,21010109030028660,14,1073,394,303,124,83,14,7,24,1621,555,442,19,583,301,136
2580,21010109110897336,12,886,300,238,103,70,16,9,32,1478,474,348,16,386,308,144
2581,21010109223965780,15,1226,553,265,117,57,28,5,28,1590,527,614,27,735,307,135
2582,21010109230430324,15,846,277,213,104,64,15,9,31,1744,447,328,21,395,284,123
2583,21010109231018172,4,2076,1100,304,132,107,68,26,27,2430,744,1200,51,1125,694,183
2584,21010109311779800,11,884,312,258,112,47,15,9,22,1272,464,357,16,443,277,117
2585,21010109340817736,13,857,266,256,112,42,17,5,23,1089,457,316,27,404,276,134
2586,21010109392772940,18,911,344,211,95,56,14,6,35,1330,422,402,36,472,273,134
2587,21010109413433984,15,944,287,269,113,72,15,12,35,2285,518,336,32,461,290,149
2588,21010109430641828,15,998,375,226,114,53,26,8,22,1317,483,436,15,469,340,125
2589,21010109464421324,13,1995,901,287,139,301,24,7,26,2017,841,997,59,925,754,252
2590,21010109483875000,8,1436,698,308,132,78,23,7,23,1988,577,771,31,735,387,270
2591,21010109543721748,14,1038,321,284,114,59,19,11,29,1799,550,375,36,517,315,169
2592,21010109594652976,13,1308,687,244,133,58,18,6,26,2216,485,731,29,585,440,233
2593,21010110022420860,13,1143,438,253,118,77,15,10,22,2189,527,497,45,639,320,136
2594,21010110143665904,10,1206,470,248,106,133,22,8,31,1626,561,536,39,580,408,169
2595,21010110165719668,13,828,287,214,96,49,15,6,29,1879,427,341,18,392,262,133
2596,21010110182083310,5,1956,929,300,118,199,40,17,23,2188,780,1029,58,934,757,219
2597,21010110231898000,6,2726,1324,430,131,311,56,41,46,4800,1098,1465,62,1407,947,310
2598,21010110234062444,7,1493,589,291,129,233,22,8,26,2845,749,678,21,718,586,145
2599,21010110281796780,12,950,349,243,97,77,14,8,37,1749,484,407,22,511,261,142
2600,21010110335742064,10,1363,588,287,104,87,27,10,37,1680,616,672,20,758,341,212
2601,21010110355277716,15,862,298,217,100,66,17,10,32,2319,426,339,38,394,278,148
2602,21010110374872160,8,1716,883,276,111,139,31,14,29,3715,641,991,35,693,847,138
2603,21010110384257236,10,1731,735,302,121,120,43,17,40,2843,685,831,98,802,665,214
